id,text,label,timestamp
251,Satire piece about tech CEO,0,2025-08-15 08:28:43.616070
252,Breaking: new study claims coffee cures colds,0,2025-08-15 08:29:43.616070
253,Official update: vaccination schedule released,0,2025-08-15 08:30:43.616070
254,Rumor circulating about celebrity incident,1,2025-08-15 08:31:43.616070
255,Breaking: new study claims coffee cures colds,0,2025-08-15 08:32:43.616070
256,Rumor circulating about celebrity incident,0,2025-08-15 08:33:43.616070
257,Breaking: new study claims coffee cures colds,1,2025-08-15 08:34:43.616070
258,Breaking: new study claims coffee cures colds,0,2025-08-15 08:35:43.616070
259,Satire piece about tech CEO,0,2025-08-15 08:36:43.616070
260,Rumor circulating about celebrity incident,1,2025-08-15 08:37:43.616070
261,Breaking: new study claims coffee cures colds,0,2025-08-15 08:38:43.616070
262,Official update: vaccination schedule released,0,2025-08-15 08:39:43.616070
263,Analysis: election turnout data,0,2025-08-15 08:40:43.616070
264,Analysis: election turnout data,1,2025-08-15 08:41:43.616070
265,Satire piece about tech CEO,0,2025-08-15 08:42:43.616070
266,Satire piece about tech CEO,0,2025-08-15 08:43:43.616070
267,Official update: vaccination schedule released,0,2025-08-15 08:44:43.616070
268,Rumor circulating about celebrity incident,0,2025-08-15 08:45:43.616070
269,Satire piece about tech CEO,1,2025-08-15 08:46:43.616070
270,Official update: vaccination schedule released,0,2025-08-15 08:47:43.616070
271,Breaking: new study claims coffee cures colds,0,2025-08-15 08:48:43.616070
272,Breaking: new study claims coffee cures colds,0,2025-08-15 08:49:43.616070
273,Analysis: election turnout data,1,2025-08-15 08:50:43.616070
274,Satire piece about tech CEO,0,2025-08-15 08:51:43.616070
275,Satire piece about tech CEO,1,2025-08-15 08:52:43.616070
276,Satire piece about tech CEO,1,2025-08-15 08:53:43.616070
277,Rumor circulating about celebrity incident,0,2025-08-15 08:54:43.616070
278,Breaking: new study claims coffee cures colds,1,2025-08-15 08:55:43.616070
279,Breaking: new study claims coffee cures colds,1,2025-08-15 08:56:43.616070
280,Official update: vaccination schedule released,0,2025-08-15 08:57:43.616070
281,Satire piece about tech CEO,1,2025-08-15 08:58:43.616070
282,Rumor circulating about celebrity incident,0,2025-08-15 08:59:43.616070
283,Satire piece about tech CEO,1,2025-08-15 09:00:43.616070
284,Satire piece about tech CEO,1,2025-08-15 09:01:43.616070
285,Analysis: election turnout data,0,2025-08-15 09:02:43.616070
286,Breaking: new study claims coffee cures colds,1,2025-08-15 09:03:43.616070
287,Satire piece about tech CEO,0,2025-08-15 09:04:43.616070
288,Satire piece about tech CEO,1,2025-08-15 09:05:43.616070
289,Satire piece about tech CEO,1,2025-08-15 09:06:43.616070
290,Analysis: election turnout data,0,2025-08-15 09:07:43.616070
291,Official update: vaccination schedule released,0,2025-08-15 09:08:43.616070
292,Analysis: election turnout data,0,2025-08-15 09:09:43.616070
293,Official update: vaccination schedule released,0,2025-08-15 09:10:43.616070
294,Satire piece about tech CEO,0,2025-08-15 09:11:43.616070
295,Satire piece about tech CEO,0,2025-08-15 09:12:43.616070
296,Analysis: election turnout data,0,2025-08-15 09:13:43.616070
297,Satire piece about tech CEO,0,2025-08-15 09:14:43.616070
298,Official update: vaccination schedule released,1,2025-08-15 09:15:43.616070
299,Breaking: new study claims coffee cures colds,1,2025-08-15 09:16:43.616070
300,Official update: vaccination schedule released,1,2025-08-15 09:17:43.616070
301,Analysis: election turnout data,0,2025-08-15 09:18:43.616070
302,Breaking: new study claims coffee cures colds,1,2025-08-15 09:19:43.616070
303,Analysis: election turnout data,0,2025-08-15 09:20:43.616070
304,Satire piece about tech CEO,0,2025-08-15 09:21:43.616070
305,Breaking: new study claims coffee cures colds,0,2025-08-15 09:22:43.616070
306,Official update: vaccination schedule released,1,2025-08-15 09:23:43.616070
307,Satire piece about tech CEO,0,2025-08-15 09:24:43.616070
308,Official update: vaccination schedule released,0,2025-08-15 09:25:43.616070
309,Breaking: new study claims coffee cures colds,1,2025-08-15 09:26:43.616070
310,Rumor circulating about celebrity incident,0,2025-08-15 09:27:43.616070
311,Rumor circulating about celebrity incident,0,2025-08-15 09:28:43.616070
312,Breaking: new study claims coffee cures colds,1,2025-08-15 09:29:43.616070
313,Official update: vaccination schedule released,0,2025-08-15 09:30:43.616070
314,Official update: vaccination schedule released,0,2025-08-15 09:31:43.616070
315,Rumor circulating about celebrity incident,1,2025-08-15 09:32:43.616070
316,Rumor circulating about celebrity incident,1,2025-08-15 09:33:43.616070
317,Rumor circulating about celebrity incident,0,2025-08-15 09:34:43.616070
318,Analysis: election turnout data,1,2025-08-15 09:35:43.616070
319,Rumor circulating about celebrity incident,0,2025-08-15 09:36:43.616070
320,Official update: vaccination schedule released,0,2025-08-15 09:37:43.616070
321,Breaking: new study claims coffee cures colds,0,2025-08-15 09:38:43.616070
322,Rumor circulating about celebrity incident,0,2025-08-15 09:39:43.616070
323,Analysis: election turnout data,1,2025-08-15 09:40:43.616070
324,Analysis: election turnout data,1,2025-08-15 09:41:43.616070
325,Official update: vaccination schedule released,0,2025-08-15 09:42:43.616070
326,Official update: vaccination schedule released,0,2025-08-15 09:43:43.616070
327,Breaking: new study claims coffee cures colds,0,2025-08-15 09:44:43.616070
328,Breaking: new study claims coffee cures colds,1,2025-08-15 09:45:43.616070
329,Satire piece about tech CEO,0,2025-08-15 09:46:43.616070
330,Satire piece about tech CEO,1,2025-08-15 09:47:43.616070
331,Official update: vaccination schedule released,0,2025-08-15 09:48:43.616070
332,Official update: vaccination schedule released,0,2025-08-15 09:49:43.616070
333,Analysis: election turnout data,1,2025-08-15 09:50:43.616070
334,Satire piece about tech CEO,1,2025-08-15 09:51:43.616070
335,Analysis: election turnout data,0,2025-08-15 09:52:43.616070
336,Analysis: election turnout data,1,2025-08-15 09:53:43.616070
337,Official update: vaccination schedule released,1,2025-08-15 09:54:43.616070
338,Official update: vaccination schedule released,0,2025-08-15 09:55:43.616070
339,Analysis: election turnout data,0,2025-08-15 09:56:43.616070
340,Rumor circulating about celebrity incident,0,2025-08-15 09:57:43.616070
341,Official update: vaccination schedule released,1,2025-08-15 09:58:43.616070
342,Rumor circulating about celebrity incident,0,2025-08-15 09:59:43.616070
343,Satire piece about tech CEO,0,2025-08-15 10:00:43.616070
344,Analysis: election turnout data,0,2025-08-15 10:01:43.616070
345,Official update: vaccination schedule released,1,2025-08-15 10:02:43.616070
346,Analysis: election turnout data,0,2025-08-15 10:03:43.616070
347,Analysis: election turnout data,1,2025-08-15 10:04:43.616070
348,Breaking: new study claims coffee cures colds,0,2025-08-15 10:05:43.616070
349,Breaking: new study claims coffee cures colds,1,2025-08-15 10:06:43.616070
350,Satire piece about tech CEO,0,2025-08-15 10:07:43.616070
351,Breaking: new study claims coffee cures colds,0,2025-08-15 10:08:43.616070
352,Official update: vaccination schedule released,1,2025-08-15 10:09:43.616070
353,Satire piece about tech CEO,1,2025-08-15 10:10:43.616070
354,Analysis: election turnout data,0,2025-08-15 10:11:43.616070
355,Analysis: election turnout data,0,2025-08-15 10:12:43.616070
356,Breaking: new study claims coffee cures colds,1,2025-08-15 10:13:43.616070
357,Analysis: election turnout data,1,2025-08-15 10:14:43.616070
358,Breaking: new study claims coffee cures colds,0,2025-08-15 10:15:43.616070
359,Rumor circulating about celebrity incident,0,2025-08-15 10:16:43.616070
360,Analysis: election turnout data,1,2025-08-15 10:17:43.616070
361,Analysis: election turnout data,1,2025-08-15 10:18:43.616070
362,Official update: vaccination schedule released,1,2025-08-15 10:19:43.616070
363,Analysis: election turnout data,0,2025-08-15 10:20:43.616070
364,Breaking: new study claims coffee cures colds,0,2025-08-15 10:21:43.616070
365,Satire piece about tech CEO,1,2025-08-15 10:22:43.616070
366,Satire piece about tech CEO,1,2025-08-15 10:23:43.616070
367,Official update: vaccination schedule released,1,2025-08-15 10:24:43.616070
368,Breaking: new study claims coffee cures colds,0,2025-08-15 10:25:43.616070
369,Rumor circulating about celebrity incident,0,2025-08-15 10:26:43.616070
370,Official update: vaccination schedule released,1,2025-08-15 10:27:43.616070
371,Rumor circulating about celebrity incident,0,2025-08-15 10:28:43.616070
372,Satire piece about tech CEO,1,2025-08-15 10:29:43.616070
373,Official update: vaccination schedule released,0,2025-08-15 10:30:43.616070
374,Analysis: election turnout data,1,2025-08-15 10:31:43.616070
375,Breaking: new study claims coffee cures colds,1,2025-08-15 10:32:43.616070
376,Rumor circulating about celebrity incident,0,2025-08-15 10:33:43.616070
377,Rumor circulating about celebrity incident,0,2025-08-15 10:34:43.616070
378,Official update: vaccination schedule released,1,2025-08-15 10:35:43.616070
379,Official update: vaccination schedule released,0,2025-08-15 10:36:43.616070
380,Breaking: new study claims coffee cures colds,0,2025-08-15 10:37:43.616070
381,Analysis: election turnout data,1,2025-08-15 10:38:43.616070
382,Analysis: election turnout data,1,2025-08-15 10:39:43.616070
383,Official update: vaccination schedule released,0,2025-08-15 10:40:43.616070
384,Breaking: new study claims coffee cures colds,0,2025-08-15 10:41:43.616070
385,Breaking: new study claims coffee cures colds,0,2025-08-15 10:42:43.616070
386,Breaking: new study claims coffee cures colds,0,2025-08-15 10:43:43.616070
387,Analysis: election turnout data,0,2025-08-15 10:44:43.616070
388,Analysis: election turnout data,0,2025-08-15 10:45:43.616070
389,Breaking: new study claims coffee cures colds,1,2025-08-15 10:46:43.616070
390,Rumor circulating about celebrity incident,0,2025-08-15 10:47:43.616070
391,Breaking: new study claims coffee cures colds,1,2025-08-15 10:48:43.616070
392,Official update: vaccination schedule released,0,2025-08-15 10:49:43.616070
393,Satire piece about tech CEO,0,2025-08-15 10:50:43.616070
394,Rumor circulating about celebrity incident,1,2025-08-15 10:51:43.616070
395,Analysis: election turnout data,1,2025-08-15 10:52:43.616070
396,Breaking: new study claims coffee cures colds,0,2025-08-15 10:53:43.616070
397,Breaking: new study claims coffee cures colds,0,2025-08-15 10:54:43.616070
398,Official update: vaccination schedule released,0,2025-08-15 10:55:43.616070
399,Official update: vaccination schedule released,0,2025-08-15 10:56:43.616070
400,Analysis: election turnout data,0,2025-08-15 10:57:43.616070
401,Rumor circulating about celebrity incident,0,2025-08-15 10:58:43.616070
402,Official update: vaccination schedule released,0,2025-08-15 10:59:43.616070
403,Analysis: election turnout data,0,2025-08-15 11:00:43.616070
404,Satire piece about tech CEO,1,2025-08-15 11:01:43.616070
405,Satire piece about tech CEO,1,2025-08-15 11:02:43.616070
406,Satire piece about tech CEO,0,2025-08-15 11:03:43.616070
407,Breaking: new study claims coffee cures colds,0,2025-08-15 11:04:43.616070
408,Analysis: election turnout data,0,2025-08-15 11:05:43.616070
409,Breaking: new study claims coffee cures colds,0,2025-08-15 11:06:43.616070
410,Breaking: new study claims coffee cures colds,1,2025-08-15 11:07:43.616070
411,Official update: vaccination schedule released,1,2025-08-15 11:08:43.616070
412,Official update: vaccination schedule released,1,2025-08-15 11:09:43.616070
413,Breaking: new study claims coffee cures colds,1,2025-08-15 11:10:43.616070
